array1
-8721.97533891634
-8721.997839480558
-8722.18909713086
-8719.906170260729
-8719.902133390255
-8719.899980786393
-8719.88844750081
-8719.874918274649
-8719.871571563766
-8719.857252060414
-8719.839487235822
-8719.79918764582
-8719.765830649721
-8722.207728128817
-8719.587877719876
-8719.483655363802
-8719.383602895337
-8719.280357819007
-8719.179583919715
-8719.066672905394
-8718.965356927967
-8718.86720498054
-8718.751168025789
-8718.645010556482
-8722.235710677736
-8718.540193514364
-8718.432936757345
-8718.339013945311
-8718.225109248588
-8718.114075139936
-8718.001724378517
-8717.881192255707
-8717.76216499826
-8717.663679688245
-8717.535725883972
-8722.255542726254
-8717.438446303226
-8717.29805956848
-8717.183761805052
-8717.07484941373
-8716.944289462943
-8716.82346078436
-8716.732825697269
-8716.598499428246
-8716.474218208998
-8716.41121655718
-8722.279586241353
-8716.289834009734
-8716.169201563505
-8716.036168590537
-8715.964128613992
-8715.786417989215
-8715.671022215683
-8715.520768431252
-8715.408892713922
-8715.296602475886
-8715.232632409692
-8722.30534089837
-8715.083614262487
-8715.006624011028
-8714.892991554842
-8714.802561123974
-8714.691830463353
-8714.587055455419
-8714.486650140809
-8714.37857312789
-8714.263577622281
-8714.107559308728
-8722.330282260351
-8713.947891239868
-8713.784492648909
-8713.632173185633
-8713.46569755657
-8713.302900077219
-8713.128072006944
-8712.966235860526
-8712.794015220477
-8712.625393875232
-8712.45690191078
-8722.361556509093
-8712.27970000958
-8712.10517212279
-8711.93748902176
-8711.75384332571
-8711.571738422923
-8711.397857728121
-8711.221731062531
-8711.044294541085
-8710.868323155439
-8710.685497501603
-8722.387869579416
-8710.489896469602
-8710.326076633655
-8710.1433498565
-8709.9568302359
-8709.789812243984
-8709.604354052371
-8709.412963544772
-8709.241798615381
-8709.062778478366
-8708.86242658348
-8722.404753567174
-8708.710952642143
-8708.5354402061
-8708.35689889171
-8708.159839785825
-8707.985325639014
-8707.811625598957
-8707.636415681
-8707.453674582128
-8707.281450777584
-8707.103171508215
-8722.013944662387
-8722.43618700454
-8722.470547959078
-8722.497556298998
-8722.516524662386
-8722.540892114394
-8722.57273431422
-8722.62155891446
-8722.637924814138
-8722.667234896813
-8722.704136403465
-8722.046709802082
-8722.736289899569
-8722.766267082294
-8722.822449586425
-8722.833027239727
-8722.88073364108
-8722.896151563493
-8723.014311621891
-8722.950237807509
-8722.970379438366
-8722.993908640183
-8722.05451738995
-8723.01996642463
-8723.037543245022
-8723.056275218045
-8723.065377497023
-8723.07410959093
-8723.080918442258
-8723.079244850971
-8723.062506485923
-8723.014264471263
-8722.94735545066
-8722.078993119256
-8722.871338555358
-8722.806216552728
-8722.722102454258
-8722.620056596028
-8722.50575438074
-8722.409549602122
-8722.320137607569
-8722.228048113291
-8722.153347666239
-8722.069000659832
-8722.096057009103
-8721.99529512474
-8721.916599333746
-8721.84768018483
-8721.776701737834
-8721.703031134237
-8721.635106558202
-8721.573647404792
-8721.513931158162
-8721.44653797353
-8721.375561438528
-8722.125422012004
-8721.331028384688
-8721.264598057332
-8721.197103742837
-8721.097926724704
-8721.092889741527
-8721.01605416794
-8720.959623236176
-8720.885455346392
-8720.831219644146
-8720.774110699522
-8722.143454258106
-8720.708215363105
-8720.651665086778
-8720.591171640206
-8720.53100009482
-8720.481217021834
-8720.411356617224
-8720.351599168029
-8720.293660499434
-8720.223631609706
-8720.166905900134
-8722.166453108766
-8720.092255779316
-8720.061954613666
-8720.008780297168
-8719.935580035031
-8719.893141711253
-8719.915816384562
-8719.955412213716
-8719.922739700074
-8720.00303249799
-8719.916919726842
